EL1: Electronic Ladder,A1: 4WkDry_F_2,B1: 4WkDry_F_3,C1: 8WkDry_F_2,D1: 8WkDry_F_3,E1: 12WkDry_F_2,F1: 12WkDry_F_3,G1: 16WkDry_F_2,H1: 16WkDry_F_3,A2: 20WkDry_F_2,B2: 20WkDry_F_3,C2: 24WkDry_F_2,D2: 24WkDry_F_3,E2: 28WkDry_F_2,F2: 28WkDry_F_3
24.92137,397.3645,184.9471,28.6831,28.94127,33.18568,21.44776,39.63431,28.83537,9.319651,177.3539,39.56931,50.86905,25.93818,144.975
26.07762,399.5491,179.1419,28.15031,28.68237,32.67622,21.34825,39.20585,28.49948,9.298449,174.942,39.14726,50.22029,25.92687,144.3834
27.05424,400.1121,174.051,27.53256,28.46811,32.23434,21.36115,38.90146,28.04779,9.316486,172.5415,38.62791,49.76222,25.72684,143.8091
28.35841,401.3207,169.0695,27.09862,28.24705,31.65796,21.33286,38.44055,27.72238,9.237347,170.466,38.11962,49.13868,25.55452,143.1266
29.94373,400.9551,164.5034,26.65845,28.093,31.15636,21.1767,38.002,27.22792,9.057186,168.3008,37.77349,48.55154,25.3158,142.1054
31.9086,401.2965,160.1468,26.15255,27.74675,30.66085,20.96698,37.61999,26.77893,9.072372,166.2305,37.21933,47.83473,24.99864,141.3446
34.26385,400.5564,156.1901,25.58989,27.35437,30.20764,20.7779,37.21748,26.39803,9.164333,164.1256,36.71097,47.04694,24.74174,140.4036
36.98215,400.3525,152.4251,25.15185,26.91316,29.72098,20.62606,36.75035,25.95244,9.280434,162.0798,36.31666,46.11557,24.69552,139.5796
40.44484,398.2895,149.1359,24.75615,26.54063,29.28464,20.55483,36.29558,25.50318,9.335461,160.1485,35.93671,45.20893,24.63344,138.5383
44.49338,395.8174,145.6571,24.38357,26.24016,28.80649,20.55119,35.83669,25.13767,9.353664,158.2019,35.55725,44.29813,24.66949,137.5302
49.04794,390.5885,142.1549,24.12351,25.92687,28.54512,20.50656,35.43285,24.87263,9.352194,155.8624,35.25665,43.6118,24.89619,136.7118
54.35099,384.9672,138.7013,23.82802,25.78387,28.24327,20.54223,34.98423,24.59561,9.52153,153.3965,34.81807,43.01496,24.96601,135.8323
60.32379,378.3055,135.6365,23.50289,25.71318,27.99421,20.53711,34.65919,24.36848,9.609076,151.2969,34.20828,42.5582,25.00076,135.1741
67.59665,370.8697,132.1767,23.36753,25.65941,27.73827,20.37827,34.31159,24.12831,9.578606,149.1076,33.80825,41.94472,25.14385,134.3585
76.28723,362.0945,129.0393,23.17797,25.66492,27.58262,20.1903,33.98343,23.9375,9.487217,147.0579,33.45947,41.44725,25.20802,133.7805
86.51976,353.7104,126.0695,23.10681,25.64749,27.40642,20.0016,33.72933,24.00503,9.590321,145.3408,33.03128,40.93452,25.18403,133.7195
97.90131,345.7762,123.3117,22.95388,25.57546,27.16767,19.77342,33.30433,23.95659,9.505932,143.2739,32.75253,40.41617,25.23294,133.6356
110.6739,337.3258,120.7701,22.79486,25.3713,26.89424,19.64402,32.7937,23.92632,9.379379,141.4786,32.53741,39.7874,25.27993,133.6023
125.2747,328.7953,118.5117,22.85498,25.07024,26.6742,19.48422,32.27092,23.84552,9.205015,139.5161,32.41092,39.14369,25.14575,133.0609
140.65,320.2002,116.2732,22.80864,24.77684,26.28676,19.38989,31.83583,23.78749,9.126799,137.574,32.37682,38.44755,25.10294,132.2979
156.6973,311.541,114.4168,22.68163,24.50544,25.99139,19.34053,31.50404,23.74762,9.088696,135.5858,32.25607,37.7669,25.02027,131.475
174.3146,303.7571,112.3277,22.42529,24.31275,25.75853,19.28975,31.12253,23.56055,9.105433,133.6956,31.94677,37.15475,24.81274,130.0527
192.1764,295.3218,110.3793,22.01225,24.07989,25.435,19.21571,30.94719,23.37657,9.179384,131.7292,31.45869,36.49738,24.66507,128.4162
210.3529,287.7052,108.4788,21.67592,23.90901,25.2233,19.03728,30.73141,23.19889,9.15616,129.7749,30.9487,35.92889,24.54221,126.584
229.0379,280.0873,106.4988,21.39091,23.72973,25.05977,18.96461,30.34684,23.21894,9.292068,128.0078,30.34626,35.41638,24.44453,125.4564
247.1249,273.4533,104.6842,21.13613,23.6247,24.89718,18.89328,29.95254,23.29372,9.430483,126.2798,29.73005,34.91456,24.28782,124.4675
263.5541,267.0598,102.9803,20.85047,23.44465,24.74853,18.94731,29.39015,23.29483,9.555677,124.2463,29.24215,34.44266,24.06041,123.8829
278.7838,261.3368,101.1796,20.68985,23.35353,24.62364,19.03696,28.8329,23.28542,9.571053,122.6394,28.77954,33.92391,23.92979,123.4758
292.334,256.9422,99.52691,20.74959,23.34958,24.53494,19.16346,28.48705,23.15014,9.553591,120.6212,28.49374,33.45782,23.82796,123.2585
303.5136,252.1172,97.84051,20.70325,23.36279,24.25208,19.32382,28.19605,22.98122,9.503187,118.8779,28.42437,32.93398,23.78758,123.4873
312.692,248.5341,96.26748,20.62402,23.39609,24.10619,19.35688,28.05516,22.76256,9.448879,117.1673,28.33018,32.49402,23.62237,123.5276
320.2479,244.7255,94.56737,20.54004,23.39091,24.06917,19.38072,27.98385,22.32048,9.30114,115.4465,28.22139,32.02689,23.49873,123.5388
324.4709,241.8458,92.78019,20.3689,23.40261,24.00188,19.24106,27.94347,22.02715,9.271107,113.5164,27.94159,31.50977,23.36869,123.4835
325.13,240.4151,91.10921,20.26328,23.45418,24.03304,19.09226,27.86494,21.92938,9.2377,111.932,27.66564,31.09484,23.28141,123.3425
321.8196,239.6464,89.46973,20.11045,23.28135,24.00114,19.04188,27.70171,21.87303,9.319748,110.2779,27.41899,30.62693,23.20005,123.2245
314.2173,239.4745,87.97438,20.0189,23.15027,23.97926,19.03207,27.52097,21.83401,9.22533,108.8196,27.15073,30.12621,22.98011,122.9823
301.6001,238.9743,86.66975,19.98994,22.92845,23.84422,19.12315,27.24636,21.83204,9.259539,107.1561,27.07047,29.73035,22.79079,122.7017
285.5716,239.0621,85.36879,20.08013,22.7513,23.76277,19.21637,26.9795,21.72661,9.17791,105.8484,27.11541,29.36113,22.81043,122.0535
266.1414,238.7811,84.24306,20.16266,22.56405,23.58106,19.28298,26.89513,21.49905,9.091352,104.1492,27.21262,29.06951,22.64894,121.6693
244.6514,237.7677,83.12656,20.15571,22.30993,23.4081,19.35456,26.60004,21.28803,9.075266,102.6371,27.38257,28.79994,22.52842,121.3227
222.0472,237.2405,82.16603,20.08136,22.24952,23.27606,19.31178,26.40221,21.05403,9.232506,101.0909,27.70754,28.41784,22.32238,120.3846
199.2599,236.3116,81.16994,19.94901,22.38139,23.22273,19.30954,26.20385,20.76131,9.308144,99.55017,27.93674,28.10618,22.31573,119.5397
177.1982,235.2285,80.02866,19.78959,22.50602,23.2542,19.21365,26.00383,20.54175,9.335793,98.04036,28.19046,27.67876,22.28824,118.5477
155.8681,234.5674,78.82918,19.75138,22.50026,23.15646,19.18111,25.83551,20.34383,9.410997,96.58322,28.46593,27.32046,22.36915,117.5012
135.7902,234.3799,77.57894,19.68271,22.45033,23.09523,19.24267,25.66848,20.11207,9.390959,95.16234,28.55865,27.01444,22.32509,116.4207
117.63,233.6571,76.3299,19.73926,22.37692,23.0027,19.40359,25.45892,19.89036,9.168428,93.94151,28.5531,26.80907,22.24862,115.6282
101.3451,233.1203,75.03815,19.74488,22.2699,22.91384,19.42501,25.26817,19.69605,9.0268,92.49121,28.40757,26.70103,22.05169,114.5364
87.3914,232.135,73.70706,19.69059,22.14305,22.9101,19.41465,25.19684,19.453,8.901901,91.3696,28.09624,26.6271,21.85793,113.7675
75.58495,230.7863,72.34931,19.60163,21.92954,22.9281,19.16666,25.11831,19.33294,8.690119,89.79184,27.71699,26.35039,21.47129,113.089
65.88819,229.7811,71.16846,19.49654,21.83541,22.89503,19.10948,24.91249,19.39594,8.729944,88.34714,27.3983,26.07787,21.2276,112.6545
58.11989,229.1027,70.22174,19.27914,21.902,22.87783,19.00738,24.76608,19.46314,8.847965,86.90524,27.24558,25.5724,20.99628,111.9221
52.0619,227.2334,69.07301,19.11823,21.93519,22.74155,18.7795,24.63249,19.41365,8.925982,85.36523,26.92275,25.22402,20.93327,111.3897
47.68968,224.7017,67.99126,19.00344,21.85064,22.60438,18.70235,24.50876,19.40566,8.942999,83.929,26.70958,24.81393,20.92924,110.7728
44.34575,222.8725,66.91441,19.0222,21.51857,22.31863,18.6166,24.26705,19.34748,9.044785,82.5434,26.58316,24.44634,21.21037,110.0089
41.65612,220.5843,65.70618,18.98269,21.36622,22.11743,18.7127,24.02773,19.37936,9.066986,81.11548,26.32211,24.24473,21.31454,108.9375
39.66372,218.0295,64.55827,18.90085,21.3125,21.92763,18.68584,23.75416,19.29646,9.082088,79.84065,26.06486,24.14226,21.38924,107.864
38.28231,214.5517,63.39529,18.77677,21.55977,21.79894,18.50064,23.57383,19.23345,9.088699,78.72563,25.73561,23.9612,21.47258,106.6881
36.87449,210.4441,62.25853,18.56204,21.86038,21.70147,18.40759,23.38204,19.06444,9.00536,77.73676,25.28166,23.83054,21.42989,105.474
35.83654,206.8178,61.06236,18.58184,22.17134,21.70363,18.2849,23.17714,19.04483,8.956669,76.72482,24.93538,23.50854,21.31888,104.2885
34.94268,203.7625,60.1804,18.5639,22.56827,21.67115,18.09213,23.11535,19.0533,8.994175,76.02165,24.63378,23.21435,21.33855,103.2894
34.24714,200.2645,59.1685,18.54138,22.75613,21.73818,17.94923,22.92962,19.01364,8.997604,75.1461,24.40387,22.88811,21.05754,102.1737
33.63666,196.4349,57.82492,18.52257,22.79164,21.66198,17.75176,22.80866,18.9125,9.047808,74.03847,24.00424,22.66085,20.87712,101.0888
33.13741,192.6096,56.56657,18.4907,22.546,21.64536,17.84724,22.5853,18.80705,9.076046,73.12807,23.68689,22.52731,20.64309,99.96554
32.5499,189.9918,55.43499,18.485,22.22196,21.59862,17.96363,22.3832,18.71658,9.136719,72.25143,23.46627,22.28008,20.46846,99.13857
31.83706,187.2515,54.19519,18.32486,22.10944,21.60099,18.20234,22.15782,18.65558,9.206066,70.9519,23.19113,22.1662,20.10542,98.48579
31.33617,184.5561,53.03381,18.18103,21.96074,21.65319,18.32133,22.075,18.60355,9.183004,69.83206,23.07187,21.96464,19.96709,97.90424
30.74152,181.4352,51.97383,18.0168,21.96256,21.60054,18.48456,22.0722,18.60146,9.069738,68.76155,23.05593,21.65531,20.10059,97.26609
30.1513,179.1792,51.11406,17.8639,21.925,21.59855,18.67422,21.91197,18.62579,9.099733,67.64233,22.96526,21.37884,19.9718,96.35965
29.65636,177.2589,50.23281,17.9952,22.03252,21.59848,18.71087,21.8669,18.83543,9.193022,66.66696,22.90698,20.99581,19.90931,95.63493
29.13369,175.5231,49.51706,18.05404,22.11617,21.58156,18.51805,21.907,19.0229,9.207741,65.79031,22.7241,20.7314,19.92819,94.79232
29.03858,174.0672,48.79516,18.01792,22.09908,21.54588,18.45587,21.78086,19.17748,9.156672,64.53169,22.597,20.66501,19.87688,93.70038
28.80333,172.7664,48.11856,17.82082,21.96163,21.44816,18.42399,21.63137,19.19139,9.166733,63.36349,22.42274,20.5511,19.89047,92.53558
28.68405,171.3929,47.45713,17.63355,21.76744,21.4581,18.38506,21.43122,19.01927,9.180391,62.47727,22.4087,20.47232,19.66906,91.66801
28.53453,170.7234,46.86547,17.37576,21.7272,21.31473,18.28172,21.27197,18.84879,9.26968,61.58035,22.36641,20.25887,19.44825,91.13013
28.3835,169.7235,46.31889,17.16565,21.64236,21.29316,18.18464,21.10656,18.62597,9.313158,60.48852,22.22897,20.02145,19.3222,90.61368
28.41796,168.6922,45.85461,17.17153,21.42169,21.22584,17.96687,20.97256,18.40056,9.204002,59.48014,21.97716,19.7056,19.28656,89.86491
28.3785,167.802,45.58348,17.17782,21.17652,21.19573,17.68715,20.66322,18.18274,9.115673,58.50195,21.70009,19.36148,19.22248,89.33163
28.49684,167.1004,45.51633,17.22109,20.86768,21.23505,17.42831,20.33017,18.03006,9.144588,57.69348,21.44365,18.93583,19.07308,88.7524
28.68027,166.0255,45.38323,17.30579,20.78854,21.20909,17.17729,20.11375,17.94104,9.166281,57.06107,21.1778,18.64627,18.87274,88.2269
28.8009,165.0352,45.22969,17.38039,20.52552,21.10927,17.00438,19.97136,17.74379,9.131449,56.33538,20.80417,18.43921,18.69394,87.67158
29.15866,164.2358,45.26869,17.4976,20.2738,21.09483,16.84589,19.88323,17.68057,9.0702,55.31437,20.60616,18.3563,18.61053,86.90607
29.19191,162.9566,45.21924,17.48469,20.13809,21.10618,16.81178,19.81823,17.53922,8.921587,54.73562,20.61275,18.22671,18.37164,86.20911
29.2986,162.2593,44.97614,17.49161,20.18628,21.3411,16.77715,19.78635,17.47759,8.913359,54.15133,20.87549,18.10803,18.09915,85.56564
29.56035,161.0209,44.60187,17.4744,20.24219,21.36354,16.87339,19.85948,17.47218,8.941881,53.50079,20.94138,17.97461,17.90395,84.80582
29.79193,160.0214,44.3101,17.60425,20.32209,21.633,16.95935,19.83,17.49423,8.939821,52.8612,20.92543,17.86923,17.65384,84.09216
29.99135,158.7601,43.90851,17.80354,20.43762,21.78338,17.11929,19.72769,17.55839,9.005276,52.13693,20.80335,17.69859,17.39326,83.10349
30.35151,157.2798,43.4575,17.93293,20.47862,21.88699,17.17818,19.64507,17.60958,9.111897,51.43591,20.79584,17.55677,17.12479,82.28493
30.71473,155.759,42.75064,17.81186,20.65806,21.9249,17.26637,19.52965,17.57454,9.217932,50.77229,20.85783,17.38431,16.97755,81.26055
31.33374,154.0842,41.86915,17.61088,20.83592,21.85285,17.34628,19.44546,17.55098,9.38876,50.17772,20.90726,17.26276,16.87299,80.53039
31.8958,151.8249,40.82724,17.4142,20.76678,21.78318,17.29045,19.28303,17.43774,9.489435,49.23629,20.95563,17.09002,16.81779,79.63224
32.6011,149.412,39.90842,17.363,20.74552,21.76782,17.13969,19.20176,17.39489,9.53179,48.37487,20.93173,16.96829,16.88006,78.77
33.20981,147.3658,39.00524,17.28815,20.87397,21.73068,16.9834,19.24311,17.35441,9.427856,47.72644,20.97474,16.81364,16.8877,77.84187
34.07283,145.7154,38.1758,17.30743,21.01939,21.94786,16.81722,19.20478,17.30809,9.43848,47.01934,20.86638,16.66838,16.97336,77.09269
35.05488,143.7367,37.36846,17.3426,21.08886,22.03509,16.76253,19.24255,17.19724,9.411993,46.31415,20.59954,16.53907,17.10419,76.4861
36.04663,142.1228,36.89077,17.47055,21.21568,22.17632,16.66019,19.11903,17.13155,9.471895,45.71581,20.27748,16.53507,17.309,76.07685
36.83076,140.7539,36.23631,17.61584,21.42263,22.19375,16.76133,19.11526,17.21501,9.629606,45.0177,20.00424,16.4315,17.67636,75.50275
37.98085,139.7438,35.60209,17.61615,21.68023,22.20758,16.7051,19.0358,17.14866,9.718155,44.53963,19.85737,16.35467,18.23498,75.06297
39.08854,138.6555,34.68192,17.37939,21.91724,22.07261,16.76624,18.97875,17.00207,9.721386,43.95279,19.77663,16.18546,19.04344,74.54818
40.44449,137.8442,33.84492,17.1304,21.98937,22.04517,16.95797,18.90046,16.93645,9.679359,43.43715,19.88586,16.21936,20.09156,74.33958
41.66251,136.4537,32.99878,16.83862,21.94721,22.05401,17.05703,18.76949,16.7529,9.5422,42.76254,20.17235,16.15858,21.46242,73.94217
43.2342,135.5568,32.21214,16.64865,21.79622,22.05479,17.23304,18.79221,16.75105,9.42625,42.32423,20.34,16.11724,22.83008,73.36648
44.89377,134.6328,31.44037,16.53812,21.64016,22.13226,17.42234,18.71762,16.76666,9.313848,41.9804,20.43438,15.97133,24.13154,72.71653
46.91675,133.4502,30.75124,16.40576,21.41219,22.24325,17.57149,18.63748,16.69179,9.224852,41.63247,20.3582,15.9293,25.31798,72.10154
48.89026,132.2183,30.32478,16.46447,21.1273,22.31722,17.60305,18.56452,16.67932,9.176397,41.28193,20.21925,15.87191,26.25423,71.50434
51.3625,131.0932,30.00142,16.50655,20.90456,22.31856,17.41302,18.37811,16.70877,9.212364,41.08192,20.0215,15.82069,26.74745,70.96136
55.00621,130.2057,29.63947,16.56253,20.86646,22.47937,17.34136,18.31269,16.85152,9.144165,40.75932,20.01332,15.76316,26.84388,70.41151
60.78937,129.4479,29.36453,16.54289,20.91088,22.62358,17.09574,18.19577,16.8863,9.023329,40.53757,20.05757,15.62282,26.66128,70.00748
67.45579,128.557,28.95494,16.45183,20.87856,22.75828,16.95955,18.2723,16.90681,8.857269,40.09086,20.08766,15.43283,26.10497,69.54381
76.93469,127.6403,28.66513,16.27457,20.97178,23.09063,16.8145,18.32167,17.10281,8.655226,39.59541,20.25512,15.41138,25.29822,69.46666
89.78162,126.6182,28.19229,16.29417,21.01633,23.33945,16.76445,18.47355,17.14164,8.528307,39.07084,20.51691,15.19445,24.45647,69.61957
108.1065,125.7691,27.79207,16.22244,21.19475,23.61443,16.84106,18.69987,17.22632,8.517733,38.5415,20.71206,15.09033,23.27087,69.89338
132.5022,124.8095,27.30753,16.26747,21.41587,23.84582,17.04042,18.64934,17.06856,8.554201,38.00603,20.82014,15.05171,22.30555,70.66289
163.1454,124.0284,26.87219,16.34661,21.61544,24.01024,17.23093,18.72691,16.82085,8.533167,37.46753,20.94892,15.15606,21.37596,71.62594
200.3711,123.7288,26.73085,16.52179,21.62549,24.42657,17.51929,18.85445,16.6144,8.486334,36.94163,21.16701,15.27393,20.45683,72.81971
243.9467,123.8481,26.47392,16.56664,21.6512,24.93064,17.9081,18.98208,16.3882,8.552032,36.527,21.49377,15.42044,19.68892,73.99326
291.2039,123.843,26.32411,16.63252,21.7086,25.83247,18.44384,19.12784,16.26188,8.589376,36.14905,22.13633,15.63461,18.98085,75.00227
338.1341,123.7428,26.17925,16.65934,21.80309,27.08327,18.84845,19.34641,16.03148,8.644085,35.77095,22.90785,15.77141,18.38327,75.50824
378.441,123.3752,25.93192,16.54785,21.78367,28.94291,19.52153,19.65127,15.8919,8.670277,35.42659,23.91821,16.01302,17.87756,75.48425
410.5762,122.4259,25.58202,16.288,21.81846,31.30434,20.20668,19.95684,16.01069,8.652052,35.16207,25.30253,16.47767,17.44776,75.07791
429.4778,121.5001,25.12161,16.19087,21.91783,34.18092,20.98994,20.16354,16.16139,8.861038,34.83881,27.01932,17.04888,17.06004,74.13824
434.5762,120.0745,24.65014,15.94248,22.19734,37.71224,21.83113,20.28897,16.37556,9.051813,34.51128,29.26699,18.09428,16.6583,72.73434
424.2587,118.7009,24.24933,15.83374,22.55665,41.94084,22.7321,20.062,16.50501,9.174177,34.25847,31.75991,19.71454,16.40847,71.27424
401.0224,117.0923,24.01608,15.86645,23.20929,47.29014,23.5704,19.91064,16.66269,9.118004,33.9088,34.50888,21.81255,16.11397,69.73608
367.8916,115.5822,23.83037,15.91123,23.96982,53.60796,24.40762,19.70558,16.84653,8.956707,33.48916,37.139,24.37377,15.69582,68.15558
328.8126,114.2477,23.66961,15.95938,24.75831,60.55352,25.1018,19.4661,16.97242,8.946215,33.20585,39.40937,27.03857,15.45905,66.58369
286.2986,112.8002,23.39052,16.06656,25.79085,67.95152,25.36768,19.13639,16.99982,8.892769,33.07906,41.16814,29.4338,15.08356,65.13903
243.6584,111.6297,23.04996,16.1968,26.92784,75.0499,25.29491,19.04869,16.85948,8.70591,32.91524,42.02797,31.19554,14.80854,63.80375
203.4726,110.5295,22.66129,16.22418,28.27392,80.93872,25.09103,18.83073,16.73436,8.473515,32.85785,42.12271,32.11587,14.43833,62.62201
168.3684,109.3909,22.28028,16.14779,29.77912,84.74212,24.54354,18.53993,16.77879,8.403645,32.75101,41.39864,32.10349,14.03214,61.53383
138.6168,108.8639,22.01329,16.24907,31.49283,85.94714,23.87864,18.20525,17.04254,8.5979,32.66501,40.00833,31.08847,13.71755,60.46541
115.0981,108.1066,21.69576,16.32043,33.58823,84.25122,23.12641,17.79582,17.41567,8.764259,32.83951,38.43993,29.54309,13.21144,59.42488
96.43207,107.6643,21.53571,16.31199,36.22226,80.19823,22.4564,17.35147,17.94835,8.9254,33.30244,36.70856,27.63686,12.86135,58.6762
83.11102,107.0892,21.47939,16.45426,39.40713,74.51031,21.79926,16.96958,18.69746,8.963432,33.9135,35.10777,25.63622,12.4994,57.82917
73.37795,106.1611,21.29937,16.4419,42.86049,67.85555,21.36205,16.60772,19.59354,9.034296,35.06734,33.51772,23.7277,12.14141,56.91192
66.56516,105.2165,21.13453,16.42303,46.22189,61.06346,21.16838,16.31554,20.50909,9.104731,37.11246,32.03561,22.07224,12.01006,56.14547
61.43027,103.9054,20.8434,16.3374,49.44293,54.914,21.02378,16.19766,21.61246,8.901859,39.86573,30.57398,20.63914,11.91978,55.37857
57.54845,102.7697,20.55383,16.1612,52.20099,49.62041,20.96243,16.2465,22.72869,8.557682,43.30416,29.12698,19.3732,11.87545,54.79804
54.54342,101.2976,20.3449,15.90508,54.36013,45.24336,21.05511,16.35237,23.71815,8.324043,47.64929,27.97928,18.40753,11.7462,54.16384
52.24219,100.1634,20.30061,15.65974,55.47967,41.83575,20.99636,16.32729,24.60186,8.197657,52.50829,26.75086,17.45238,11.74841,53.58719
50.74192,99.55344,20.18948,15.54226,55.43658,39.1026,20.98017,16.38,25.28027,8.130039,57.24211,25.54334,16.63427,11.80037,52.91992
49.5243,98.79314,20.10814,15.50466,54.48223,36.68382,20.74551,16.40876,25.6089,8.074024,61.54199,24.56829,15.95193,11.63759,52.39285
48.23606,98.2513,20.03024,15.46197,52.75768,34.71078,20.62127,16.43094,25.55044,8.197262,64.55957,23.63747,15.36791,11.57696,51.84988
47.05144,97.98806,19.85564,15.60516,50.41173,32.94332,20.48798,16.37046,25.12537,8.405996,65.79207,22.85333,14.82807,11.48917,51.18859
45.9033,97.40435,19.64012,15.57968,47.66776,31.35681,20.41856,16.26018,24.31802,8.638298,65.43661,22.05591,14.37844,11.29112,50.60111
44.80546,96.87383,19.40561,15.68939,44.81538,29.93948,20.29306,16.12212,23.16857,8.838617,63.5493,21.20125,14.01744,11.1282,49.99319
43.8345,96.05174,19.21092,15.76306,41.94306,28.74055,20.15259,16.11765,22.04305,9.115402,60.15111,20.48765,13.66258,11.042,49.32116
42.99827,95.33746,19.01958,15.80997,39.36866,27.56465,20.02283,16.17048,20.96575,9.46974,56.11653,19.93858,13.40511,10.9027,48.6422
41.84529,94.50668,18.89277,15.74579,37.12709,26.56981,19.93,16.13206,20.0793,9.867649,51.9947,19.78719,13.28994,10.73405,48.02999
41.15577,93.78944,18.8151,15.6608,35.07441,25.92568,19.76664,15.98834,19.4693,10.07243,48.28667,19.64772,13.001,10.61223,47.55561
40.62458,93.20241,18.67521,15.58166,33.27762,25.32711,19.60025,15.86231,19.03636,10.29803,44.75273,19.64584,12.86771,10.42337,47.10521
40.24195,92.28068,18.54214,15.56622,31.81871,24.8538,19.4226,15.71297,18.71843,10.51938,41.74755,19.6751,12.6239,10.20645,46.77393
40.09595,91.60455,18.38805,15.55426,30.79151,24.45979,19.43773,15.57108,18.55454,10.8136,39.15092,19.4479,12.4048,10.10042,46.38258
40.08971,91.13402,18.302,15.54493,29.85432,23.9,19.36652,15.53941,18.46903,10.92421,36.88066,19.24409,12.20519,10.01989,46.14252
40.16565,90.40717,18.3548,15.47924,29.04032,23.31235,19.13227,15.38809,18.21038,10.81213,35.00932,18.85039,12.08638,9.862654,45.89701
40.27295,89.81118,18.40608,15.37989,28.4147,22.68975,18.93127,15.2559,17.78176,10.79666,33.28478,18.42046,11.99726,9.926851,45.56251
40.27584,89.01997,18.53341,15.34213,27.79564,21.99078,18.88108,15.122,17.33294,10.7679,31.85395,18.1412,11.84519,10.03158,45.18341
40.3533,88.11097,18.68174,15.28228,27.169,21.21743,18.91495,15.02917,16.91539,10.60441,30.74355,17.99959,11.88638,9.970505,44.76348
39.90576,87.39577,18.88808,15.29792,26.65897,20.54301,18.97453,14.74869,16.56218,10.33221,29.84355,18.10501,11.85392,9.985172,44.34047
39.52253,86.60376,19.29013,15.46658,26.12238,19.9503,19.03296,14.7096,16.21814,9.903446,29.15563,18.193,11.73822,9.937914,44.11341
39.328,85.73303,19.73012,15.61338,25.74441,19.55707,18.91638,14.61569,16.10292,9.641285,28.46059,18.18432,11.62438,9.823542,43.83304
38.97767,84.9986,20.20934,15.788,25.53193,19.27884,18.79393,14.60997,15.96801,9.474367,27.96049,18.08499,11.4527,9.697432,43.42708
38.9377,84.62585,20.74807,15.81357,25.45396,19.08716,18.68137,14.65389,16.13391,9.397715,27.58849,17.93263,11.27182,9.633183,42.84697
38.84604,84.11209,21.36386,15.7487,25.21177,18.84717,18.36886,14.77804,16.27128,9.375465,27.31316,17.84608,11.17199,9.530077,42.30525
38.8927,83.60883,21.98921,15.60401,24.91747,18.66772,17.98424,14.74354,16.33579,9.301682,27.09008,17.63332,11.0816,9.44437,41.86829
39.03972,83.50153,22.92046,15.26736,24.61124,18.38271,17.83442,14.69724,16.41645,9.363865,26.96301,17.44796,10.93757,9.352234,41.60111
39.08849,82.92295,23.98543,15.06272,24.15226,18.06968,17.8108,14.57011,16.40913,9.4664,27.08252,17.46496,10.75665,9.333981,41.22891
39.39025,82.40328,25.28977,14.82123,23.70555,17.85362,17.82496,14.40455,16.31709,9.598192,27.4508,17.54877,10.77767,9.323879,40.93327
39.43625,82.1433,26.82824,14.81878,23.31279,17.53713,17.74247,14.22511,16.05771,9.597401,28.02347,17.61763,10.76505,9.219919,40.62734
39.56673,81.27843,28.66038,14.92866,23.0415,17.28355,17.67144,14.12501,15.71236,9.591127,28.59465,17.56874,10.6209,9.220451,40.36942
39.79207,80.12899,30.67475,15.01406,22.79959,17.106,17.44366,13.99268,15.44157,9.554829,29.22505,17.52279,10.49914,9.304167,39.94207
40.00423,79.39531,32.8035,15.25886,22.8293,16.89108,17.34134,13.88355,15.06658,9.550148,29.98593,17.4428,10.44172,9.247885,39.4533
40.51925,78.61254,34.72342,15.46113,22.79,16.74254,17.2794,13.80463,14.85087,9.45602,30.56638,17.35147,10.4278,9.169971,38.88679
40.74812,77.73861,36.09882,15.63357,22.84231,16.57957,17.14428,13.85296,14.70788,9.35647,31.17265,17.30397,10.40908,9.058805,38.48138
41.04582,77.07892,37.17094,15.73067,22.92375,16.39627,17.1636,13.86232,14.53936,9.05126,31.81612,17.09007,10.3709,8.914255,38.09715
41.44083,76.71475,38.2184,15.66887,23.00699,16.12505,17.44732,13.75457,14.5983,8.854605,32.29524,16.95116,10.23755,8.73019,37.80322
41.66561,76.14706,38.97977,15.53581,23.02623,15.79532,17.62973,13.69004,14.80956,8.749815,32.78619,16.7994,10.13424,8.657007,37.44361
41.9361,75.84746,39.49709,15.17097,23.12459,15.54998,17.79424,13.5833,15.0525,8.571333,33.16566,16.60062,10.12881,8.526304,37.1619
42.04552,75.55956,39.78081,14.80481,23.28864,15.30462,17.88707,13.49159,15.19431,8.387459,33.3488,16.46716,10.29034,8.340652,36.7925
42.30717,74.69354,39.88901,14.49737,23.37047,15.21244,18.0931,13.27978,15.18939,8.270018,33.43856,16.38424,10.36342,8.543131,36.35505
42.51877,74.03391,39.85639,14.23538,23.27083,15.14823,18.18721,13.03517,15.14995,8.20158,33.27014,16.45128,10.47927,8.582748,36.01352
43.29195,73.45789,39.47877,14.19345,23.18987,15.04566,18.35526,12.80914,15.08329,8.286089,32.93911,16.54283,10.51018,8.512743,35.6255
44.16927,72.83044,38.6636,14.28102,22.95979,14.90692,18.50848,12.67576,14.98923,8.414684,32.57116,16.75319,10.58085,8.496124,35.46315
44.80107,72.1487,37.21779,14.37261,22.87576,14.83585,18.69047,12.57942,14.89148,8.604275,32.11835,16.88115,10.40505,8.375673,35.30717
45.88068,71.63284,35.54425,14.52536,22.68665,14.81037,18.95937,12.41594,14.7021,8.702524,31.71506,16.78032,10.28978,8.167845,34.89433
